"REF_DATE","GEO","DGUID","Type of computer","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-01","Canada","2016A000011124","Laptop, businesses and governments [36111121]","2015=100","324","units ","0","v108788741","1.6","99.7","","","","1"
"2018-02","Canada","2016A000011124","Laptop, businesses and governments [36111121]","2015=100","324","units ","0","v108788741","1.6","99.5","","","","1"
"2018-03","Canada","2016A000011124","Laptop, businesses and governments [36111121]","2015=100","324","units ","0","v108788741","1.6","99.5","","","","1"
"2018-04","Canada","2016A000011124","Laptop, businesses and governments [36111121]","2015=100","324","units ","0","v108788741","1.6","99.4","","","","1"
"2018-05","Canada","2016A000011124","Laptop, businesses and governments [36111121]","2015=100","324","units ","0","v108788741","1.6","99.5","","","","1"
"2018-06","Canada","2016A000011124","Laptop, businesses and governments [36111121]","2015=100","324","units ","0","v108788741","1.6","99.5","","","","1"
"2018-07","Canada","2016A000011124","Laptop, businesses and governments [36111121]","2015=100","324","units ","0","v108788741","1.6","99.5","","","","1"
"2018-08","Canada","2016A000011124","Laptop, businesses and governments [36111121]","2015=100","324","units ","0","v108788741","1.6","99.5","","","","1"
"2018-09","Canada","2016A000011124","Laptop, businesses and governments [36111121]","2015=100","324","units ","0","v108788741","1.6","99.4","","","","1"
"2018-10","Canada","2016A000011124","Laptop, businesses and governments [36111121]","2015=100","324","units ","0","v108788741","1.6","99.4","","","","1"
"2018-11","Canada","2016A000011124","Laptop, businesses and governments [36111121]","2015=100","324","units ","0","v108788741","1.6","99.4","","","","1"
"2018-12","Canada","2016A000011124","Laptop, businesses and governments [36111121]","2015=100","324","units ","0","v108788741","1.6","99.5","","","","1"
"2016-01","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","100.1","","","","1"
"2016-02","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","102.3","","","","1"
"2016-03","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","101.1","","","","1"
"2016-04","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","102.0","","","","1"
"2016-05","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","101.3","","","","1"
"2016-06","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","100.1","","","","1"
"2016-07","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","100.4","","","","1"
"2016-08","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","98.7","","","","1"
"2016-09","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","99.2","","","","1"
"2016-10","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","100.8","","","","1"
"2016-11","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","101.0","","","","1"
"2016-12","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","99.7","","","","1"
"2017-01","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","98.7","","","","1"
"2017-02","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","98.9","","","","1"
"2017-03","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","98.3","","","","1"
"2017-04","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","97.5","","","","1"
"2017-05","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","97.1","","","","1"
"2017-06","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","95.4","","","","1"
"2017-07","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","96.5","","","","1"
"2017-08","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","95.5","","","","1"
"2017-09","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","96.3","","","","1"
"2017-10","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","96.7","","","","1"
"2017-11","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","95.3","","","","1"
"2017-12","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","94.7","","","","1"
"2018-01","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","93.7","","","","1"
"2018-02","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","92.6","","","","1"
"2018-03","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","92.9","","","","1"
"2018-04","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","92.7","","","","1"
"2018-05","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","93.4","","","","1"
"2018-06","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","91.3","","","","1"
"2018-07","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","92.9","","","","1"
"2018-08","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","92.8","","","","1"
"2018-09","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","91.8","","","","1"
"2018-10","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","92.5","","","","1"
"2018-11","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","92.4","","","","1"
"2018-12","Canada","2016A000011124","Laptop, household [36111122]","2015=100","324","units ","0","v108788742","1.7","92.4","","","","1"
"2016-01","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","94.3","","","","1"
"2016-02","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","93.9","","","","1"
"2016-03","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","89.7","","","","1"
"2016-04","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","92.4","","","","1"
"2016-05","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","92.7","","","","1"
"2016-06","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","91.4","","","","1"
"2016-07","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","91.6","","","","1"
"2016-08","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","91.3","","","","1"
"2016-09","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","89.6","","","","1"
"2016-10","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","90.4","","","","1"
"2016-11","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","90.2","","","","1"
"2016-12","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","87.7","","","","1"
"2017-01","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","88.8","","","","1"
"2017-02","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","88.6","","","","1"
"2017-03","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","89.1","","","","1"
"2017-04","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","86.4","","","","1"
"2017-05","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","85.8","","","","1"
"2017-06","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","86.9","","","","1"
"2017-07","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","86.9","","","","1"
"2017-08","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","85.3","","","","1"
"2017-09","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","84.1","","","","1"
"2017-10","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","84.0","","","","1"
"2017-11","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","83.6","","","","1"
"2017-12","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","82.9","","","","1"
"2018-01","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","82.1","","","","1"
"2018-02","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","82.0","","","","1"
"2018-03","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","81.0","","","","1"
"2018-04","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","79.8","","","","1"
"2018-05","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","79.0","","","","1"
"2018-06","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","79.3","","","","1"
"2018-07","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","79.9","","","","1"
"2018-08","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","79.3","","","","1"
"2018-09","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","78.7","","","","1"
"2018-10","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","79.1","","","","1"
"2018-11","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","75.4","","","","1"
"2018-12","Canada","2016A000011124","Tablet computers [3611113]","2015=100","324","units ","0","v108788743","1.8","76.5","","","","1"
"2016-01","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","99.5","","","","1"
"2016-02","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","99.4","","","","1"
"2016-03","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","99.3","","","","1"
"2016-04","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","99.4","","","","1"
"2016-05","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","99.5","","","","1"
"2016-06","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","99.5","","","","1"
"2016-07","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","99.4","","","","1"
"2016-08","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","99.3","","","","1"
"2016-09","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","99.4","","","","1"
"2016-10","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","99.4","","","","1"
"2016-11","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","99.7","","","","1"
"2016-12","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","99.7","","","","1"
"2017-01","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","99.7","","","","1"
"2017-02","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","99.7","","","","1"
"2017-03","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","99.7","","","","1"
"2017-04","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","99.4","","","","1"
"2017-05","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","99.4","","","","1"
"2017-06","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","98.2","","","","1"
"2017-07","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","98.2","","","","1"
"2017-08","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","98.2","","","","1"
"2017-09","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","98.2","","","","1"
"2017-10","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","98.2","","","","1"
"2017-11","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","98.2","","","","1"
"2017-12","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","98.5","","","","1"
"2018-01","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","98.4","","","","1"
"2018-02","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","98.4","","","","1"
"2018-03","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","98.4","","","","1"
"2018-04","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","97.9","","","","1"
"2018-05","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","97.9","","","","1"
"2018-06","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","97.9","","","","1"
"2018-07","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","97.9","","","","1"
"2018-08","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","97.9","","","","1"
"2018-09","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","97.9","","","","1"
"2018-10","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","97.9","","","","1"
"2018-11","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","97.0","","","","1"
"2018-12","Canada","2016A000011124","Tablet computers, businesses and governments [36111131]","2015=100","324","units ","0","v108788744","1.9","97.0","","","","1"
"2016-01","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","92.5","E","","","1"
"2016-02","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","92.0","E","","","1"
"2016-03","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","86.2","E","","","1"
"2016-04","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","89.8","E","","","1"
"2016-05","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","90.3","E","","","1"
"2016-06","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","88.4","E","","","1"
"2016-07","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","88.8","E","","","1"
"2016-08","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","88.4","E","","","1"
"2016-09","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","86.0","E","","","1"
"2016-10","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","87.1","E","","","1"
"2016-11","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","86.7","E","","","1"
"2016-12","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","83.4","E","","","1"
"2017-01","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","84.9","E","","","1"
"2017-02","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","84.6","E","","","1"
"2017-03","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","85.3","E","","","1"
"2017-04","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","81.7","E","","","1"
"2017-05","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","80.8","E","","","1"
"2017-06","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","82.8","E","","","1"
"2017-07","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","82.8","E","","","1"
"2017-08","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","80.7","E","","","1"
"2017-09","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","79.0","E","","","1"
"2017-10","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","78.9","E","","","1"
"2017-11","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","78.3","E","","","1"
"2017-12","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","77.4","E","","","1"
"2018-01","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","76.1","E","","","1"
"2018-02","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","76.0","E","","","1"
"2018-03","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","74.6","E","","","1"
"2018-04","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","73.2","E","","","1"
"2018-05","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","72.0","E","","","1"
"2018-06","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","72.5","E","","","1"
"2018-07","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","73.3","E","","","1"
"2018-08","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","72.5","E","","","1"
"2018-09","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","71.6","E","","","1"
"2018-10","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","72.2","E","","","1"
"2018-11","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","67.4","E","","","1"
"2018-12","Canada","2016A000011124","Tablet computers, household [36111132]","2015=100","324","units ","0","v108788745","1.10","69.0","E","","","1"
"2016-01","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","106.3","","","","1"
"2016-02","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","104.1","","","","1"
"2016-03","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","103.0","","","","1"
"2016-04","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","103.8","","","","1"
"2016-05","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","103.7","","","","1"
"2016-06","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","105.4","","","","1"
"2016-07","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","104.6","","","","1"
"2016-08","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","104.9","","","","1"
"2016-09","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","105.0","","","","1"
"2016-10","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","105.0","","","","1"
"2016-11","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","103.3","","","","1"
"2016-12","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","103.3","","","","1"
"2017-01","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","103.3","","","","1"
"2017-02","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","102.7","","","","1"
"2017-03","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","102.7","","","","1"
"2017-04","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","101.7","","","","1"
"2017-05","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","102.7","","","","1"
"2017-06","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","103.3","","","","1"
"2017-07","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","102.8","","","","1"
"2017-08","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","102.8","","","","1"
"2017-09","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","101.9","","","","1"
"2017-10","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","102.3","","","","1"
"2017-11","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","100.7","","","","1"
"2017-12","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","101.0","","","","1"
"2018-01","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","101.0","","","","1"
"2018-02","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","100.3","","","","1"
"2018-03","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","100.1","","","","1"
"2018-04","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","99.7","","","","1"
"2018-05","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","99.8","","","","1"
"2018-06","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","101.0","","","","1"
"2018-07","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","101.3","","","","1"
"2018-08","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","101.1","","","","1"
"2018-09","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","100.8","","","","1"
"2018-10","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","100.6","","","","1"
"2018-11","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","100.8","","","","1"
"2018-12","Canada","2016A000011124","Servers [3611115]","2015=100","324","units ","0","v108788746","1.11","100.8","","","","1"
"2016-01","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","106.3","","","","1"
"2016-02","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","104.1","","","","1"
"2016-03","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","103.0","","","","1"
"2016-04","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","103.8","","","","1"
"2016-05","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","103.7","","","","1"
"2016-06","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","105.4","","","","1"
"2016-07","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","104.6","","","","1"
"2016-08","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","104.9","","","","1"
"2016-09","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","105.0","","","","1"
"2016-10","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","105.0","","","","1"
"2016-11","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","103.3","","","","1"
"2016-12","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","103.3","","","","1"
"2017-01","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","103.3","","","","1"
"2017-02","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","102.7","","","","1"
"2017-03","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","102.7","","","","1"
"2017-04","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","101.7","","","","1"
"2017-05","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","102.7","","","","1"
"2017-06","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","103.3","","","","1"
"2017-07","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","102.8","","","","1"
"2017-08","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","102.8","","","","1"
"2017-09","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","101.9","","","","1"
"2017-10","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","102.3","","","","1"
"2017-11","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","100.7","","","","1"
"2017-12","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","101.0","","","","1"
"2018-01","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","101.0","","","","1"
"2018-02","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","100.3","","","","1"
"2018-03","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","100.1","","","","1"
"2018-04","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","99.7","","","","1"
"2018-05","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","99.8","","","","1"
"2018-06","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","101.0","","","","1"
"2018-07","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","101.3","","","","1"
"2018-08","Canada","2016A000011124","Servers, businesses and governments [36111151]","2015=100","324","units ","0","v108788747","1.12","101.1","","","","1"
