"REF_DATE","GEO","DGUID","North American Product Classification System (NAPCS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-12","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","5812.7","","","","1"
"2017-01","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","6099.7","","","","1"
"2017-02","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","6230.2","","","","1"
"2017-03","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","6435.0","","","","1"
"2017-04","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","6310.0","","","","1"
"2017-05","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","6427.7","","","","1"
"2017-06","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","6343.5","","","","1"
"2017-07","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","6085.9","","","","1"
"2017-08","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","6027.3","","","","1"
"2017-09","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","6118.0","","","","1"
"2017-10","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","6218.0","","","","1"
"2017-11","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","6366.4","","","","1"
"2017-12","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","6528.8","","","","1"
"2018-01","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","7007.5","","","","1"
"2018-02","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","7293.0","","","","1"
"2018-03","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","7730.2","","","","1"
"2018-04","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","7771.9","","","","1"
"2018-05","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","7480.0","","","","1"
"2018-06","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","7287.9","","","","1"
"2018-07","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","7061.4","","","","1"
"2018-08","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","6697.5","","","","1"
"2018-09","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","6661.0","","","","1"
"2018-10","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","6886.5","","","","1"
"2018-11","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","6657.4","","","","1"
"2018-12","Canada","2016A000011124","Spruce, pine and fir, stocks [2411211]","Cubic metres","72","thousands","3","v1061808125","1.22","6776.6","","","","1"
"2016-01","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","141.8","","","","1"
"2016-02","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","192.7","","","","1"
"2016-03","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","236.9","","","","1"
"2016-04","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","231.8","","","","1"
"2016-05","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","271.5","","","","1"
"2016-06","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","255.8","","","","1"
"2016-07","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","231.3","","","","1"
"2016-08","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","188.8","","","","1"
"2016-09","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","171.0","","","","1"
"2016-10","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","202.1","","","","1"
"2016-11","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","193.0","","","","1"
"2016-12","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","133.0","","","","1"
"2017-01","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","143.6","","","","1"
"2017-02","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","","x","","","1"
"2017-03","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","217.2","","","","1"
"2017-04","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","","x","","","1"
"2017-05","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","","x","","","1"
"2017-06","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","","x","","","1"
"2017-07","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","","x","","","1"
"2017-08","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","","x","","","1"
"2017-09","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","","x","","","1"
"2017-10","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","","x","","","1"
"2017-11","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","","x","","","1"
"2017-12","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","","x","","","1"
"2018-01","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","","x","","","1"
"2018-02","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","","x","","","1"
"2018-03","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","239.4","","","","1"
"2018-04","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","262.4","","","","1"
"2018-05","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","278.9","","","","1"
"2018-06","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","287.1","","","","1"
"2018-07","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","254.0","","","","1"
"2018-08","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","285.8","","","","1"
"2018-09","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","318.2","","","","1"
"2018-10","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","251.4","","","","1"
"2018-11","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","270.2","","","","1"
"2018-12","Canada","2016A000011124","Douglas fir and western larch, stocks [2411231]","Cubic metres","72","thousands","3","v1061808140","1.23","209.8","","","","1"
"2016-01","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","135.1","","","","1"
"2016-02","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","","x","","","1"
"2016-03","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","154.9","","","","1"
"2016-04","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","","x","","","1"
"2016-05","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","","x","","","1"
"2016-06","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","144.3","","","","1"
"2016-07","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","155.2","","","","1"
"2016-08","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","172.5","","","","1"
"2016-09","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","128.7","","","","1"
"2016-10","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","","x","","","1"
"2016-11","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","","x","","","1"
"2016-12","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","","x","","","1"
"2017-01","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","","x","","","1"
"2017-02","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","","x","","","1"
"2017-03","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","","x","","","1"
"2017-04","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","124.7","","","","1"
"2017-05","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","143.8","","","","1"
"2017-06","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","151.3","","","","1"
"2017-07","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","169.0","","","","1"
"2017-08","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","145.2","","","","1"
"2017-09","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","104.2","","","","1"
"2017-10","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","118.7","","","","1"
"2017-11","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","142.9","","","","1"
"2017-12","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","138.4","","","","1"
"2018-01","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","162.3","","","","1"
"2018-02","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","163.2","","","","1"
"2018-03","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","","x","","","1"
"2018-04","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","","x","","","1"
"2018-05","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","202.8","","","","1"
"2018-06","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","","x","","","1"
"2018-07","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","","x","","","1"
"2018-08","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","234.7","","","","1"
"2018-09","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","","x","","","1"
"2018-10","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","","x","","","1"
"2018-11","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","263.3","","","","1"
"2018-12","Canada","2016A000011124","Hemlock fir, stocks [2411221]","Cubic metres","72","thousands","3","v1061808155","1.24","","x","","","1"
"2016-01","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2016-02","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2016-03","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2016-04","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2016-05","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","218.0","","","","1"
"2016-06","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2016-07","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2016-08","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2016-09","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2016-10","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2016-11","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2016-12","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2017-01","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2017-02","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","219.5","","","","1"
"2017-03","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2017-04","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2017-05","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2017-06","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2017-07","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2017-08","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2017-09","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2017-10","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2017-11","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2017-12","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2018-01","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2018-02","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2018-03","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","229.0","","","","1"
"2018-04","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","229.3","","","","1"
"2018-05","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2018-06","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","207.2","","","","1"
"2018-07","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","206.9","","","","1"
"2018-08","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2018-09","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","232.7","","","","1"
"2018-10","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","239.2","","","","1"
"2018-11","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","","x","","","1"
"2018-12","Canada","2016A000011124","Western red cedar, stocks [2411241]","Cubic metres","72","thousands","3","v1061808170","1.25","261.6","","","","1"
"2016-01","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2016-02","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2016-03","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2016-04","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2016-05","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2016-06","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2016-07","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2016-08","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2016-09","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2016-10","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2016-11","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2016-12","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2017-01","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2017-02","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2017-03","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2017-04","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2017-05","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2017-06","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2017-07","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2017-08","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2017-09","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2017-10","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2017-11","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2017-12","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2018-01","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2018-02","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","","x","","","1"
"2018-03","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","155.1","","","","1"
"2018-04","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","153.0","","","","1"
"2018-05","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","156.6","","","","1"
"2018-06","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","144.5","","","","1"
"2018-07","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","148.1","","","","1"
"2018-08","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","147.1","","","","1"
"2018-09","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","148.4","","","","1"
"2018-10","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","155.2","","","","1"
"2018-11","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","153.4","","","","1"
"2018-12","Canada","2016A000011124","All other softwood, not elsewhere specified, stocks [2411251]","Cubic metres","72","thousands","3","v1061808185","1.26","149.5","","","","1"
"2016-01","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","641.8","","","","1"
"2016-02","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","704.4","","","","1"
"2016-03","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","759.7","","","","1"
"2016-04","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","724.6","","","","1"
"2016-05","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","801.0","","","","1"
"2016-06","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","749.7","","","","1"
"2016-07","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","721.5","","","","1"
"2016-08","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","690.5","","","","1"
"2016-09","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","645.0","","","","1"
"2016-10","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","697.8","","","","1"
"2016-11","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","741.6","","","","1"
"2016-12","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","645.9","","","","1"
"2017-01","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","649.8","","","","1"
"2017-02","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","666.9","","","","1"
"2017-03","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","701.6","","","","1"
"2017-04","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","693.6","","","","1"
"2017-05","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","693.0","","","","1"
"2017-06","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","739.1","","","","1"
"2017-07","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","778.4","","","","1"
"2017-08","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","714.8","","","","1"
"2017-09","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","614.2","","","","1"
"2017-10","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","634.6","","","","1"
"2017-11","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","713.1","","","","1"
"2017-12","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","658.0","","","","1"
"2018-01","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","699.7","","","","1"
"2018-02","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","725.0","","","","1"
